"ROC_observed_outcome","ROC_observed_corrected","sum_low_risk","sum_medium_risk","sum_high_risk","sum_outcome_observed","sum_outcome_true","sum_high_risk_observed","sum_high_risk_true","sum_medium_risk_observed","sum_medium_risk_true","sum_low_risk_observed","sum_low_risk_true","mean_age_low_risk_true","mean_age_medium_risk_true","mean_age_high_risk_true"
0.72242098986285,0.768602543556642,724,353,214,43,77,18,18,14,23,11,36,42.2213587541649,41.3889736259366,43.5635025489192
0.73646406519091,0.782833612569429,720,320,251,38,48,20,17,8,11,10,20,42.2213587541649,41.3889736259366,43.5635025489192
0.765744213112634,0.797477407751767,731,331,229,37,77,21,23,9,25,7,29,42.2213587541649,41.3889736259366,43.5635025489192
0.791253412192903,0.828946352862394,708,387,196,35,48,19,11,12,18,4,19,42.2213587541649,41.3889736259366,43.5635025489192
0.749193308181096,0.793623833042244,709,322,260,32,36,15,15,10,6,7,15,42.2213587541649,41.3889736259366,43.5635025489192
0.804936305732484,0.834534915754379,742,346,203,35,29,16,8,14,9,5,12,42.2213587541649,41.3889736259366,43.5635025489192
0.7245173673226,0.774436791028868,700,368,223,43,55,20,12,13,16,10,27,42.2213587541649,41.3889736259366,43.5635025489192
0.764073882494935,0.806063661917537,705,379,207,37,29,18,8,13,9,6,12,42.2213587541649,41.3889736259366,43.5635025489192
0.701189048760991,0.745179111350912,713,357,221,40,44,16,12,14,13,10,19,42.2213587541649,41.3889736259366,43.5635025489192
0.802464252226911,0.834379213332607,738,331,222,27,60,19,17,3,13,5,30,42.2213587541649,41.3889736259366,43.5635025489192
0.715382912793271,0.76398460465467,728,336,227,36,80,16,20,11,16,9,44,42.2213587541649,41.3889736259366,43.5635025489192
0.745109738406102,0.789071890735965,750,358,183,34,42,15,8,11,16,8,18,42.2213587541649,41.3889736259366,43.5635025489192
0.764116283217407,0.809861800509627,689,367,235,45,61,23,20,17,23,5,18,42.2213587541649,41.3889736259366,43.5635025489192
0.785253167606109,0.811285979882237,724,338,229,33,15,19,6,7,3,7,6,42.2213587541649,41.3889736259366,43.5635025489192
0.712249772520473,0.750769362788787,719,361,211,35,56,16,16,11,14,8,26,42.2213587541649,41.3889736259366,43.5635025489192
0.779157798723016,0.819960819308604,725,357,209,26,59,13,17,7,18,6,24,42.2213587541649,41.3889736259366,43.5635025489192
0.791742493175614,0.843976241667297,750,311,230,35,62,17,18,14,15,4,29,42.2213587541649,41.3889736259366,43.5635025489192
0.757930153646727,0.801029385231728,750,331,210,42,36,18,8,15,9,9,19,42.2213587541649,41.3889736259366,43.5635025489192
0.776357827476038,0.805623290669579,702,362,227,39,47,18,15,18,18,3,14,42.2213587541649,41.3889736259366,43.5635025489192
0.75679986206302,0.786354083272757,711,340,240,37,36,20,15,8,9,9,12,42.2213587541649,41.3889736259366,43.5635025489192
0.712284196547145,0.759995480475994,752,330,209,36,43,17,8,6,17,13,18,42.2213587541649,41.3889736259366,43.5635025489192
0.703769559032717,0.742939848239817,742,317,232,37,68,16,25,11,16,10,27,42.2213587541649,41.3889736259366,43.5635025489192
0.720811766421229,0.775666152816216,763,310,218,44,87,18,23,14,25,12,39,42.2213587541649,41.3889736259366,43.5635025489192
0.755218864418821,0.786734934620163,736,324,231,29,27,15,7,9,10,5,10,42.2213587541649,41.3889736259366,43.5635025489192
0.700128008192524,0.769482943567812,724,332,235,31,50,14,14,9,15,8,21,42.2213587541649,41.3889736259366,43.5635025489192
0.695271187233843,0.782023075504189,733,341,217,34,129,16,28,9,31,9,70,42.2213587541649,41.3889736259366,43.5635025489192
0.725374552772808,0.77960768444722,747,312,232,43,63,22,16,10,18,11,29,42.2213587541649,41.3889736259366,43.5635025489192
0.748052235502435,0.782588518743848,717,336,238,36,72,17,23,12,23,7,26,42.2213587541649,41.3889736259366,43.5635025489192
0.809782414838595,0.856778753853545,693,345,253,45,48,29,24,9,10,7,14,42.2213587541649,41.3889736259366,43.5635025489192
0.733473612374886,0.755321209045832,696,355,240,35,37,17,13,12,12,6,12,42.2213587541649,41.3889736259366,43.5635025489192
0.742201956119482,0.793794596262627,707,347,237,30,60,15,14,9,23,6,23,42.2213587541649,41.3889736259366,43.5635025489192
0.761642319610447,0.789962019124024,726,327,238,36,100,15,20,14,24,7,56,42.2213587541649,41.3889736259366,43.5635025489192
0.739192081326913,0.793568629233445,710,345,236,45,117,19,31,18,32,8,54,42.2213587541649,41.3889736259366,43.5635025489192
0.733224674978078,0.7851365339155,749,349,193,42,58,15,6,13,21,14,31,42.2213587541649,41.3889736259366,43.5635025489192
0.754928909952607,0.796264201728632,687,358,246,25,35,12,10,8,12,5,13,42.2213587541649,41.3889736259366,43.5635025489192
0.742025788937903,0.793121660883032,742,343,206,28,77,10,14,13,26,5,37,42.2213587541649,41.3889736259366,43.5635025489192
0.754504504504505,0.786215069941711,720,355,216,33,25,15,6,12,10,6,9,42.2213587541649,41.3889736259366,43.5635025489192
0.739524567788899,0.784077360267446,756,335,200,35,65,12,15,14,22,9,28,42.2213587541649,41.3889736259366,43.5635025489192
0.82442662827641,0.863595925230754,738,333,220,32,73,21,20,9,21,2,32,42.2213587541649,41.3889736259366,43.5635025489192
0.752847625188051,0.801179662231597,740,325,226,22,35,13,14,5,5,4,16,42.2213587541649,41.3889736259366,43.5635025489192
0.709406278434941,0.727042667854124,723,335,233,35,32,12,9,14,10,9,13,42.2213587541649,41.3889736259366,43.5635025489192
0.7881592421915,0.826329049405612,760,306,225,31,130,14,31,13,31,4,68,42.2213587541649,41.3889736259366,43.5635025489192
0.769111623143881,0.815713751431003,736,331,224,31,50,17,13,7,13,7,24,42.2213587541649,41.3889736259366,43.5635025489192
0.717526481630464,0.768398334193284,717,351,223,48,56,26,17,10,18,12,21,42.2213587541649,41.3889736259366,43.5635025489192
0.744491007508294,0.805613474241154,725,344,222,46,95,22,19,12,26,12,50,42.2213587541649,41.3889736259366,43.5635025489192
0.74699148565299,0.776781030696065,705,360,226,48,45,19,14,19,17,10,14,42.2213587541649,41.3889736259366,43.5635025489192
