"ROC_true","ROC_misclassified"
0.695044460373118,0.584502688172043
0.73505615263857,0.628975565026914
0.820194303567225,0.608068729903537
0.720462835173502,0.605504011051979
0.791722821203953,0.615567911040508
0.719744667661132,0.570624712907671
0.682653867871259,0.588240735601562
0.754681876410663,0.674975012493753
0.791710618846695,0.548073610473128
0.70919175911252,0.574480707593688
0.777618330104518,0.536063911879076
0.745252802562343,0.574660968344711
0.727240988042245,0.588910020206823
0.685461388346808,0.607328
0.718613511755413,0.579007808911346
0.705204216073781,0.557312139721977
0.767005854474491,0.6459516238928
0.693646377469907,0.612465692784418
0.726196455478223,0.588945544779168
0.804028217299578,0.642203198382974
0.73420639686937,0.558101496896678
0.709090909090909,0.618155270763039
0.689996484801391,0.578756780078895
0.705036702428007,0.568120774289154
0.706179809201787,0.512766580374753
0.779183001084327,0.58271928099136
0.723001687712235,0.61173102334459
0.781502725035162,0.614568
0.765936104171398,0.610339440661561
0.730738729945709,0.575539568345324
0.720496531580869,0.577368631296074
0.681313730661041,0.575136
0.784159670900003,0.629699941272074
0.808065872649828,0.546797644483819
0.727548304416404,0.628179547542489
0.722967623205153,0.592138114209827
0.754361621431611,0.584537535446843
0.7283494987698,0.614382878760978
0.7505859375,0.568340113412229
0.769660396738782,0.605736
0.78643323369731,0.614397785739756
0.786581191837339,0.695712
0.707301906196934,0.552496716064458
0.75626616064726,0.585537286987336
0.722980799034242,0.541350776627219
0.741344178227573,0.641144
0.787698750468149,0.580595238095238
0.69120297116737,0.658014706920156
0.786708891955836,0.593362045057831
0.73273341976156,0.583941320548231
0.79699604743083,0.564988057324841
0.710839215686275,0.520856783960587
0.737167840109016,0.593922255397336
0.794538143639004,0.623173048242516
0.761630444269879,0.572914367220798
0.773855045710267,0.600197393105924
0.763939224979091,0.606749004220914
0.771436519655047,0.671705498027613
0.765398205343298,0.645768
0.679304897314376,0.63688589540412
0.696052263656931,0.508902422790202
0.681746656176239,0.628428508189464
0.725420499953536,0.587371858270931
0.784275793650794,0.582486177991796
0.751700512618297,0.5958021319016
0.795636632565019,0.49641106976555
0.734385724090597,0.573396926338103
0.681812898351382,0.661319933378757
0.751353244000303,0.615006813536225
0.743831892946752,0.583019092605089
0.734014680971203,0.544946436888682
0.68398382559775,0.571968951899653
0.788437016739467,0.601658304112827
0.728549565082624,0.649088
0.767383813993868,0.630288245490146
0.712689697247007,0.598317230137033
0.770544507447299,0.581391140706427
0.664939914645103,0.557449881473807
0.753487283123028,0.552422337278106
0.764424603174603,0.634790908171521
0.766210116429997,0.669880422192858
0.688886365356954,0.627564539329245
0.838983625070582,0.618339896402309
0.749046529366896,0.631940973957466
0.702212363664542,0.56252060471907
0.754925192825946,0.594748133406727
0.71258530183727,0.553904671341971
0.790256003578763,0.605354303883716
0.707033732428379,0.583331918289722
0.732322834645669,0.581888573805844
0.727027821316614,0.59855065228967
0.777480158730159,0.632644563944051
0.764897969242902,0.59388011460671
0.676640926640927,0.595450894487039
0.725815312939522,0.58794262513312
0.812465619095453,0.592053132037701
0.706166250283897,0.55504509463522
0.695084272261383,0.646202956989247
0.748071740544559,0.640238095238095
0.689969295837654,0.559526329903601
0.71266407430677,0.499914051372722
0.744494953707565,0.535288
0.75773856466877,0.59654552715655
0.758301307468635,0.642572283150548
0.73444787256942,0.570138902342161
0.813363095238095,0.647190357109779
0.725116411476443,0.622896293989411
0.699341975552051,0.610008320456436
0.810366303159714,0.708617230676054
0.765670614730169,0.609874201277956
0.733348390739695,0.614766373801917
0.68444328067266,0.560844310943833
0.745452977129338,0.614617087206729
0.717807396501288,0.598757591394435
0.779887482419128,0.610067204301076
0.680061093530239,0.646405324719816
0.779758915118031,0.598578661623864
0.664074096667277,0.579805491990847
0.71164073488045,0.541269522278365
0.709080520393812,0.582976184869464
0.734004423091589,0.674660271782574
0.771767317158931,0.67384370015949
0.769342872284049,0.613035788597586
0.732030129892363,0.634307449355589
0.753624198494564,0.6238851171459
0.67878924054696,0.587929203031695
0.704841396017866,0.610595986091624
0.73365511189118,0.598193517394822
0.720253043457464,0.560181332778587
0.739172263232873,0.572802141520644
0.74361230978878,0.623571715663757
0.723573751758087,0.528039170160751
0.764918322929373,0.579545454545454
0.743512472794241,0.609424920127795
0.752270019310571,0.608869549929677
0.780214905362776,0.602277900751974
0.748967803820168,0.600568602071006
0.713528654705125,0.633872
0.751031481866722,0.626124876725838
0.805257411021281,0.57814879354464
0.71484126984127,0.557430448380885
0.700722101735016,0.63411310470134
0.763229606188467,0.58548
0.743754258460141,0.576765242789339
0.746283203863722,0.592460317460318
0.813526983067812,0.641174631299182
0.740539293248945,0.609952537422417
0.726314933556361,0.646462212486309
0.703794466403162,0.564562154449795
0.780810915228044,0.566862402132267
0.775064935064935,0.564526319033531
0.810112102493708,0.566731591650082
0.753998015873016,0.620392628205128
0.769631075178887,0.534696
0.776106131739935,0.64811507936508
0.749084797657082,0.617198265962334
0.712250112309075,0.565962082583105
0.745396078431373,0.575256
0.737809147374365,0.554088194763436
0.757901809372398,0.536744042807099
0.720805628418634,0.58804
0.82262309815754,0.68105892504931
0.764815664358996,0.575591397849462
0.819182389937107,0.650801239486499
0.774675769180959,0.642232717041801
0.654175183586948,0.599120478893431
0.773529020234292,0.55014955477372
0.786903581687384,0.604975290132712
0.823254650095921,0.588872531137631
0.687273972309602,0.578056
0.785055334218681,0.572468984206292
0.761395862874301,0.584469740468535
0.718554925737246,0.616877971473851
0.694347644270979,0.622552308912341
0.708950975009659,0.609260752688172
0.722150102644608,0.620610889774236
0.72290784721724,0.63978438568688
0.775148685066444,0.624670082285359
0.739409448818898,0.57504
0.722708333333333,0.585621438327132
0.76351529535865,0.556682333347448
0.726299212598425,0.558139114070643
0.700990260070355,0.598981447238659
0.692410714285714,0.618707574649369
0.716245993589744,0.567976799989735
0.735435052080442,0.613866677772225
0.741038961038961,0.598327856882074
0.737662337662338,0.621707984067535
0.783395195595963,0.606304651564389
0.784706137811233,0.606209339030681
0.753411649800591,0.658320209973753
0.698454459950685,0.581107185858506
0.67998154313839,0.566583456607495
0.728195937873357,0.543070151800952
0.700923763449829,0.631142761952357
0.762926441814061,0.543206272416382
0.736517857142857,0.560513501549358
0.714426877470356,0.602395034684191
0.722876166696391,0.598500386421735
0.701398568906236,0.592648120384252
0.695550946542223,0.535453129866085
0.729170623185654,0.5888572471705
0.702003112333526,0.523362619808307
0.712365894974591,0.541600318471338
0.718996717219675,0.603272834915173
0.788804515434523,0.610392647268143
0.725329917241099,0.564405297351324
0.736978440665366,0.546216580169766
0.804157630126183,0.649516148915188
0.703096922731357,0.694227534307216
0.792625635234331,0.582014231278766
0.671739287782281,0.582032875572202
0.700461601014087,0.539596774193548
0.760191981931112,0.584568
0.687758773659306,0.612717564662645
0.710235114353312,0.621469724799448
0.760323486582068,0.662614802809292
0.785970472933522,0.633776
0.753522845116818,0.612848817179605
0.707674571805007,0.610563012519231
0.741358088898135,0.602915422599908
0.762918091583952,0.613821239489256
0.68755505364201,0.559895368884133
0.689153259719472,0.620723030683806
0.736188262287163,0.514508570328048
0.774127611518916,0.557050914586482
0.720165037098675,0.597514502265317
0.719193326577881,0.614665537462627
0.720621118012422,0.594910877894386
0.816083542421708,0.607104082223509
0.737512777622897,0.538824
0.82618210518763,0.644683488269146
0.74711739330964,0.559881815557555
0.745791578762307,0.598927514792899
0.708410453210168,0.614859237048142
0.739583968767157,0.602428749739963
0.746784776902887,0.564829768837991
0.739463601532567,0.595890410958904
0.769444907832179,0.605815055121727
0.781644923782163,0.586848
0.731745257121942,0.571263181571601
0.692700485518165,0.647928
0.765162721893491,0.654764512595838
0.801698060448918,0.597640416907933
0.668787419044356,0.594072580645161
0.765246862214826,0.59144
0.798979239106123,0.624583998935037
0.775347261434218,0.625968080486393
0.76205271498874,0.580663615560641
0.748018068887634,0.590296591412129
0.751811724187415,0.563778969428008
0.748455026250024,0.625885924227422
0.807967261551001,0.608279828785447
0.769488274464389,0.658425480054693
0.769757694553341,0.527659316274877
0.703758323682687,0.59833419336059
0.738580035079692,0.545812828426057
0.726837201125176,0.657221578315948
0.764380187032121,0.560959072978304
0.705488424618859,0.6056
0.762730419551255,0.640112
0.701456827912203,0.559448702206038
0.754932912391476,0.600252751220584
0.802600472813239,0.676600772097977
0.811260316826411,0.637710239971288
0.661592320722756,0.559695929547188
0.74277903244978,0.65206279664111
0.723896103896104,0.618546914932457
0.760587644808595,0.660021905805039
0.765526107594937,0.615803452855246
0.746329365079365,0.562483359957402
0.77748683483169,0.659573358912336
0.776434748427673,0.611162996043538
0.71139880952381,0.601510536882503
