"ROC_observed_outcome","ROC_observed_corrected","ROC_true","sum_low_risk","sum_high_risk","sum_outcome_observed","sum_outcome_true","sum_high_risk_observed","sum_high_risk_true","sum_low_risk_observed","sum_low_risk_true"
0.717361732259988,0.736423140453351,0.67209756097561,1084,207,43,41,15,10,28,31
0.719874100719424,0.742109584374959,0.690647482014389,1068,223,40,40,17,14,23,26
0.718740299248774,0.745762065769197,0.715317874216179,1061,230,52,52,22,23,30,29
0.694294257393299,0.736523351410209,0.674145437303332,1057,234,39,37,17,13,22,24
0.795712010919017,0.836540502413135,0.735540576262226,1078,213,35,30,21,13,14,17
0.753618857901726,0.78356431612703,0.687322349087055,1056,235,36,33,21,16,15,17
0.724460106039053,0.749513776404935,0.735637480798771,1054,237,37,31,19,16,18,15
0.793085222716337,0.81568340876752,0.763824035389531,1062,229,44,39,23,21,21,18
0.737826471890217,0.757751259025013,0.745518880813159,1077,214,36,29,16,11,20,18
0.741529786138799,0.764604940488709,0.715481524305054,1076,215,34,33,16,14,18,19
0.729840600093765,0.777640796122855,0.633731833098922,1057,234,27,27,14,11,13,16
0.787946074544013,0.832362203072591,0.703072196620584,1069,222,30,31,19,16,11,15
0.717879065156887,0.755687894906579,0.722930500221337,1054,237,42,36,21,18,21,18
0.7710931254996,0.779694559672779,0.727260683143036,1067,224,40,33,15,12,25,21
0.699800067447126,0.719638368594118,0.666129541864139,1072,219,33,25,14,8,19,17
0.806320144179569,0.832836758386686,0.717120407259849,1044,247,39,36,21,16,18,20
0.703359683794466,0.742668967662218,0.589381453534551,1064,227,26,32,13,10,13,22
0.766688800354139,0.792945502165185,0.720293683951831,1090,201,36,39,20,18,16,21
0.824432721491545,0.849788195624529,0.745730901401005,1098,193,33,30,18,12,15,18
0.717535545023697,0.743679377474759,0.619151467089611,1045,246,25,30,9,8,16,22
0.801660932251987,0.821805135336791,0.690147881694644,1056,235,39,40,21,13,18,27
0.717191188040913,0.747808702866916,0.730181045124126,1080,211,20,23,8,9,12,14
0.749566411331117,0.768883577149051,0.755683746182558,1064,227,33,28,12,12,21,16
0.742666317443688,0.759217747285828,0.710475432211101,1056,235,46,35,23,14,23,21
0.74692515127598,0.775074305435024,0.692669826224328,1061,230,24,25,12,9,12,16
0.732507317073171,0.758419097759783,0.739338529176659,1091,200,41,40,15,15,26,25
0.751600102406554,0.758212695470984,0.722311854646545,1079,212,31,32,11,11,20,21
0.758819764464926,0.793263984719373,0.658096070823542,1080,211,31,29,19,11,12,18
0.733424390243902,0.749102200364272,0.686415760070567,1098,193,41,38,17,13,24,25
0.743413355795779,0.780984873297369,0.750180873454354,1081,210,34,24,17,13,17,11
0.749490925188136,0.778942753929381,0.717826110716433,1075,216,36,29,19,12,17,17
0.664828639294198,0.690098586326022,0.658957345971564,1066,225,28,25,11,7,17,18
0.694722140546898,0.724193657652219,0.667383512544803,1069,222,38,31,19,12,19,19
0.683713029576339,0.706608724861768,0.632036834789516,1059,232,40,32,16,9,24,23
0.694881710646042,0.721017308055681,0.694139020537125,1063,228,35,25,14,10,21,15
0.772353904706846,0.789218115347984,0.724611944225204,1081,210,33,24,14,9,19,15
0.719648780487805,0.746925732569662,0.683314614628668,1070,221,41,34,19,13,22,21
0.74293677250123,0.759202590013212,0.655069124423963,1072,219,29,31,6,6,23,25
0.708688620993825,0.721403944556782,0.659564413827866,1063,228,38,38,14,9,24,29
0.727581892629663,0.754883390280737,0.692352561556791,1055,236,35,32,18,14,17,18
0.769589170148276,0.788154201341103,0.694597003420533,1065,226,39,33,22,15,17,18
0.750409727729315,0.774036598843342,0.738054301884089,1060,231,30,22,15,10,15,12
0.688880586133994,0.714065309862888,0.663579017264276,1044,247,44,36,17,15,27,21
0.718468468468469,0.738561214625306,0.712593584348872,1070,221,37,29,13,9,24,20
0.760752688172043,0.791254602771687,0.750351617440225,1063,228,31,27,18,14,13,13
0.800175844293491,0.839454721087755,0.759891250888027,1075,216,33,29,19,14,14,15
0.725789192081327,0.740249166614267,0.696121474067334,1071,220,45,35,19,14,26,21
0.719913764031411,0.747422006721534,0.655163785259327,1057,234,33,35,15,13,18,22
0.758329823576209,0.774128658558049,0.701285259326661,1084,207,34,35,12,10,22,25
0.722940256967479,0.746812281493041,0.659262948207171,1075,216,42,36,19,15,23,21
0.678412862623389,0.70488898857753,0.593229138204273,1077,214,37,29,12,4,25,25
0.711385979049154,0.740363375361204,0.669582664526485,1064,227,50,45,22,19,28,26
0.657381710646042,0.687509969066352,0.663133511161028,1063,228,35,34,13,12,22,22
0.752158016764758,0.76790526197646,0.741356097560976,1059,232,45,41,19,16,26,25
0.75021002226236,0.78163554770383,0.697314539419803,1070,221,38,37,21,15,17,22
0.728357030015798,0.763437939311776,0.767955801104972,1066,225,25,24,12,11,13,13
0.650251123447,0.689931317897739,0.562979117102828,1044,247,30,30,12,10,18,20
0.72580543537615,0.771788035048154,0.74182784752856,1085,206,38,28,20,15,18,13
0.763967395756533,0.780897597950892,0.703791111685849,1070,221,39,37,18,17,21,20
0.726134332803813,0.754663169399344,0.66659440188852,1080,211,32,33,13,11,19,22
0.736874723328907,0.785343557740154,0.725398406374502,1056,235,36,36,24,23,12,13
0.74887989593872,0.7843549842167,0.756366468113012,1075,216,33,29,19,16,14,13
0.770463990239811,0.79616777922389,0.709041611332448,1079,212,42,36,21,13,21,23
0.750655361677726,0.773407415179877,0.741188043062462,1076,215,39,29,19,13,20,16
0.742095571723704,0.763297531499961,0.683839706652698,1043,248,54,46,28,20,26,26
0.765450588837685,0.809930519441086,0.718265636157433,1082,209,31,38,19,18,12,20
0.669511312812418,0.702908596753842,0.667514895729891,1074,217,24,19,9,7,15,12
0.774067333939945,0.807970748856541,0.728432313811549,1088,203,35,23,18,10,17,13
0.750892594615029,0.769710095840678,0.73510942159869,1059,232,38,38,20,21,18,17
0.713046627778413,0.750290521579681,0.706245027844073,1070,221,42,34,19,14,23,20
0.745200229242782,0.756509404437509,0.556630131098216,1055,236,22,22,9,5,13,17
0.803289096420087,0.829077638988577,0.726486915146709,1065,226,39,30,26,16,13,14
0.744251267143709,0.772180078691382,0.619024526919264,1068,223,43,37,19,12,24,25
0.71544539191598,0.747777932138416,0.662386274088402,1049,242,33,22,16,9,17,13
0.683501801675324,0.701727704651144,0.658061953931692,1066,225,34,32,12,11,22,21
0.735491957903098,0.76727152280249,0.669232042370076,1064,227,32,19,15,7,17,12
0.750521247021446,0.76755109701038,0.69832208101668,1055,236,32,32,16,12,16,20
0.785369632580788,0.824091148570941,0.732079030976966,1051,240,36,32,21,18,15,14
0.837113402061856,0.857268119258335,0.802273792780122,1086,205,30,27,19,16,11,11
0.745773791425965,0.768911032277172,0.675858816521048,1077,214,26,32,12,13,14,19
0.734697676727561,0.747267677192318,0.697630358556724,1068,223,32,28,11,8,21,20
0.745017182130584,0.768236470686313,0.67777439951353,1066,225,30,26,13,10,17,16
0.733895131086142,0.766539138053854,0.715860881253413,1051,240,45,38,24,17,21,21
0.759531392174704,0.785364767190346,0.769217552207243,1065,226,35,30,18,15,17,15
0.67442322991249,0.692867952319191,0.658166922683052,1083,208,34,31,12,7,22,24
0.761690647482014,0.776861821673306,0.75055282321095,1073,218,40,42,20,20,20,22
0.692174704276615,0.716075595367283,0.682976473698123,1076,215,35,30,14,11,21,19
0.801018933371874,0.828827340038209,0.703417818740399,1090,201,33,31,18,11,15,20
0.72836632780453,0.752210220470254,0.724576805141345,1067,224,45,38,21,17,24,21
0.721088093322607,0.739393719279666,0.675102550383449,1052,239,48,45,21,18,27,27
0.792687024824631,0.820439696371117,0.764121292607348,1057,234,38,36,24,21,14,15
0.751914884902105,0.777167792731684,0.667652411282984,1023,268,39,35,21,16,18,19
0.704119850187266,0.725478180731726,0.656293520111412,1079,212,45,39,19,14,26,25
0.758753873395308,0.793382917713444,0.697055907582224,1069,222,36,37,22,19,14,18
0.758416742493176,0.795528395641887,0.674926295100379,1094,197,35,34,18,15,17,19
0.629288274449565,0.652086605443693,0.637634034948372,1091,200,31,32,9,9,22,23
0.678214849921011,0.711069604126758,0.691658767772512,1110,181,25,25,8,7,17,18
0.781797235023041,0.803677512641313,0.697052603753635,1060,231,31,30,16,11,15,19
0.759362549800797,0.793563205379427,0.729256594724221,1071,220,36,40,22,24,14,16
0.804427422074481,0.811158706431904,0.76919111816019,1078,213,33,30,14,10,19,20
0.753822478157268,0.790831637903845,0.696999735659529,1079,212,32,30,17,11,15,19
0.754547609810768,0.778704304023753,0.744119654231119,1070,221,37,35,16,13,21,22
0.805482481223074,0.824373414843926,0.771920316037963,1087,204,42,33,21,14,21,19
0.743481629039398,0.773291402006041,0.705800814886378,1075,216,36,38,20,16,16,22
0.703116469517743,0.727198863818567,0.73704897636014,1054,237,35,28,16,14,19,14
0.764573396926338,0.776565532380163,0.679334916864608,1078,213,33,28,15,12,18,16
0.657237380921591,0.685161507503367,0.602312979117103,1083,208,37,30,14,9,23,21
0.721282973621103,0.744313511689289,0.669876506909732,1056,235,40,38,19,17,21,21
0.740159484221242,0.769355760374986,0.649713891081295,1076,215,28,24,14,9,14,15
0.726623062015504,0.75473574913762,0.66573482428115,1061,230,43,39,21,15,22,24
0.83614431164232,0.852638605871008,0.764846272637933,1044,247,36,34,24,19,12,15
0.711340833079964,0.76282589315497,0.635451818522685,1072,219,26,21,14,10,12,11
0.690511860174781,0.714336842805591,0.668019905709796,1085,206,45,46,20,19,25,27
0.776376251137398,0.803187288039571,0.715411737943585,1081,210,35,35,20,17,15,18
0.715445424141076,0.746730801098429,0.648086029992107,1080,211,26,24,12,9,14,15
0.718937707396984,0.751011356754035,0.706631101127802,1096,195,38,34,15,13,23,21
0.755928975178176,0.772894719856325,0.673724526665703,1065,226,39,33,17,11,22,22
0.718244542472571,0.738019364356081,0.755903051828466,1088,203,28,24,11,8,17,16
0.769207102672293,0.81454586152499,0.755157962604771,1049,242,27,22,17,14,10,8
0.721510541766747,0.75603897485922,0.711340927258193,1080,211,42,40,20,17,22,23
0.743931195393169,0.769596370369718,0.640866736990155,1062,229,32,27,16,10,16,17
0.706237337816285,0.728990687763502,0.643024040082864,1055,236,37,33,16,10,21,23
0.722150790101371,0.747433266269094,0.702968607825296,1048,243,43,35,19,13,24,22
0.753157463683779,0.779855302178876,0.666602008707272,1075,216,37,37,17,14,20,23
0.735738686882868,0.777567572715208,0.698668714797747,1078,213,34,31,18,13,16,18
0.81504590715117,0.854806906043309,0.765886207062678,1062,229,37,33,25,19,12,14
0.74996003197442,0.776898787991172,0.66636248771585,1088,203,40,34,22,15,18,19
0.731933805463217,0.753687591311553,0.732404477262072,1063,228,33,27,14,12,19,15
0.783560975609756,0.805762982056656,0.764880361397935,1054,237,41,32,21,14,20,18
0.786667680145941,0.806548019067942,0.730335344945824,1074,217,26,23,12,6,14,17
0.760153201329672,0.782283289349668,0.68810812152502,1054,237,33,32,17,13,16,19
0.718546897448177,0.745847984993548,0.744320875899823,1060,231,47,37,23,21,24,16
0.728110814731621,0.758021543062366,0.666795357761243,1075,216,34,34,15,12,19,22
0.689609608514981,0.724905850163004,0.71779313876088,1099,192,44,31,18,13,26,18
0.71566662356136,0.740257487360101,0.71052174344718,1083,208,37,32,16,10,21,22
0.742288444040036,0.768867365991267,0.693916302621128,1080,211,35,32,14,12,21,20
0.72010936347997,0.75678685375448,0.683444001770695,1053,238,39,36,18,16,21,20
0.707454967005529,0.724112244628232,0.700125258948788,1059,232,45,33,20,15,25,18
0.730862787926926,0.765370872687195,0.670370791628753,1070,221,32,35,17,17,15,18
0.742921146953405,0.757241398874218,0.694047619047619,1039,252,31,31,15,11,16,20
0.784676193371846,0.810981052637316,0.755999250093738,1074,217,26,21,16,12,10,9
0.771862455967887,0.796073965345424,0.633429266694745,1065,226,39,34,19,12,20,22
0.684815741583257,0.706075699037247,0.5895982024848,1050,241,35,30,14,10,21,20
0.670023790642347,0.709618482172271,0.661477652782001,1060,231,30,26,15,11,15,15
0.743555756713651,0.768260883468092,0.741212926073484,1045,246,37,36,20,16,17,20
0.762870288020798,0.781258804917497,0.749653463267106,1067,224,47,38,25,18,22,20
0.768490983262801,0.79773663941528,0.718058536585366,1057,234,42,41,22,16,20,25
0.807757296466974,0.834640174407112,0.680459981977554,1049,242,31,39,19,16,12,23
0.773008883297114,0.789036405563244,0.668750455638988,1049,242,42,44,25,19,17,25
0.774720223820943,0.804772089571095,0.744340746624305,1045,246,40,32,25,17,15,15
0.773117600262062,0.798430100660356,0.742761478055596,1068,223,34,33,19,19,15,14
0.713346613545817,0.730246744755429,0.651296633303003,1047,244,36,35,15,11,21,24
0.686712195121951,0.721660541020034,0.630415667466027,1071,220,41,40,17,14,24,26
0.788131112873381,0.800950018904139,0.707344618745036,1069,222,30,32,13,13,17,19
0.78835304822566,0.814673740000749,0.773553199628395,1053,238,35,29,19,14,16,15
0.706070287539936,0.729925445833361,0.666312527667109,1051,240,39,36,15,13,24,23
0.757692307692308,0.782156240079808,0.75540611814346,1064,227,26,27,12,10,14,17
0.702616163621922,0.736950132696725,0.691646841131377,1073,218,32,30,15,12,17,18
0.733522996680891,0.766153084073121,0.717164674634794,1096,195,37,36,14,13,23,23
0.743307901202638,0.765871348080318,0.630191693290735,1059,232,37,39,17,15,20,24
0.765693926026467,0.792408937351106,0.646390168970814,1072,219,28,31,15,12,13,19
0.673562397614147,0.704110967585915,0.629989704712434,1081,210,38,34,16,13,22,21
0.666558155164447,0.684253105571307,0.658828527894983,1059,232,38,27,13,9,25,18
0.692695156521474,0.710124916861821,0.688436409659985,1058,233,53,47,20,17,33,30
0.748000674471263,0.791313766944187,0.717831612390786,1075,216,33,32,14,14,19,18
0.67093674939952,0.706276210219046,0.673908465534185,1055,236,42,34,20,18,22,16
0.761111111111111,0.791347213511419,0.720629370629371,1076,215,31,26,15,11,16,15
0.730885966180084,0.750568676271901,0.691564260112647,1066,225,33,31,15,13,18,18
0.720351043643264,0.740042716915978,0.698640027587396,1064,227,51,37,24,16,27,21
0.731717574147853,0.757761300807004,0.719347358896053,1057,234,36,28,18,14,18,14
0.724240986717268,0.752809712163604,0.660165864098448,1072,219,51,45,24,18,27,27
0.745294739624637,0.792614891790363,0.692322274881517,1080,211,30,25,18,12,12,13
0.797987898228476,0.8201370371013,0.773394062748213,1063,228,44,32,27,16,17,16
0.740926672038678,0.760620208522268,0.7332034372502,1062,229,50,40,23,16,27,24
0.736358743974917,0.757562274052652,0.75517955801105,1074,217,34,24,16,12,18,12
0.750752545374059,0.766517000790363,0.736257648022354,1065,226,36,33,13,12,23,21
0.714247951361353,0.741837417881532,0.723870458135861,1073,218,30,25,12,7,18,18
0.775669464428457,0.797209212492454,0.765471447543161,1076,215,40,36,20,19,20,17
0.789952735270719,0.815259284807587,0.695968120018753,1067,224,34,27,19,11,15,16
0.70210831334932,0.721431828945227,0.65430062239693,1060,231,40,34,13,8,27,26
0.660010649627263,0.688494674710935,0.670706049510902,1074,217,39,29,13,11,26,18
0.749273255813953,0.775583543259679,0.7027350316824,1090,201,43,37,19,17,24,20
0.69303787268332,0.707057201293267,0.655815516444743,1087,204,50,38,18,14,32,24
0.730990559937928,0.75013959725318,0.709741423451101,1066,225,37,31,16,13,21,18
