"ROC_observed_outcome","ROC_observed_corrected","ROC_reverse_misclassified"
0.776565975461003,0.804975939566917,0.489464524659105
0.754149019607843,0.799735949065143,0.548745011086475
0.733642010163749,0.762984667928974,0.565189396978972
0.667137446234834,0.711910219412225,0.51144836386838
0.702896825396825,0.747559824790896,0.522222338335493
0.732678396329393,0.786641478745485,0.553744452662722
0.762135080784967,0.791484566555968,0.547105732245051
0.742125704060676,0.770008522648072,0.552569659442724
0.698932354658437,0.746856598229925,0.535930592016018
0.701456649010315,0.740627480821775,0.545034976539254
0.687927724449464,0.731894679147895,0.481931542734978
0.728803486529319,0.7758500099013,0.524572859387274
0.753271001796945,0.798302572952042,0.560598304753015
0.701008,0.756120102917478,0.566325065006286
0.803890040488967,0.832399094062683,0.545434541420118
0.783986023206751,0.82196930062072,0.543546092350311
0.689000564652739,0.749060783764365,0.51318475332746
0.784934598804832,0.811296239604574,0.542763989941823
0.764583333333333,0.804065409511775,0.553012487466959
0.673327650671264,0.725471257530176,0.506453082023531
0.779503836132021,0.82775463411528,0.513342612547893
0.71738219637224,0.753495016078564,0.516356132075472
0.755758450352445,0.795045019440138,0.56068380952381
0.729412961832344,0.777049048923324,0.543186998234519
0.828096243631221,0.860337717090861,0.504793348543348
0.719072879828029,0.759280914368331,0.566766848016848
0.794780632246226,0.818623120290003,0.56308164376449
0.730866274179983,0.765415924890384,0.533500640626286
0.757599884192241,0.806634642539604,0.531140902366864
0.674652052415964,0.731084108659934,0.546922038824873
0.759616036137775,0.804407113577297,0.537525327673776
0.754949277008101,0.797604636180759,0.530455939677842
0.727179135209334,0.770575811397451,0.555663758326297
0.691229580732343,0.732682461503725,0.524356941026342
0.703268748257597,0.769239212299222,0.529114155677805
0.704508021716586,0.769510646987905,0.514980358215414
0.695660254623176,0.730646623567454,0.549058269232974
0.683809523809524,0.726731534810475,0.541338840331002
0.733046585778177,0.765950760086616,0.537021396396396
0.746479828535772,0.799694787742509,0.512382175611413
0.772756241209564,0.804041166366958,0.535974104624065
0.709170906664443,0.741688665108301,0.513265874019732
0.726181012945719,0.765486388075231,0.50270320385102
0.776770937898478,0.797762014797191,0.486255163433908
0.75418886820312,0.80032888929566,0.537647569347858
0.793185083594566,0.839849429898117,0.530652956143388
0.704305555555556,0.754514664131804,0.54318045077984
0.726221870604782,0.790472816214747,0.522025468068092
0.707960995048907,0.746587386761883,0.545228428455006
0.681960784313726,0.726168540943528,0.52724273083584
0.779747832939322,0.820631334156036,0.54147005218086
0.734384920634921,0.776436130796118,0.572307384723039
0.759988322629077,0.817338829430808,0.472952908215228
0.727092369873817,0.779041876054241,0.50347893459527
0.762394127611519,0.829799667400327,0.511718169326096
0.721496980418471,0.756810493759706,0.526012338713543
0.776073019135712,0.826329651014731,0.554257600203804
0.678122981990385,0.726768653977819,0.552053663570692
0.768686073957514,0.80137016002423,0.541804434284396
0.749002262385927,0.782690466042169,0.545264668623018
0.721661831926864,0.769278632436935,0.498203975626811
0.795878322048029,0.855551701923372,0.535060716711957
0.671607800077269,0.697024581575939,0.555701214334239
0.750157587588198,0.806338443108935,0.532347889076558
0.698938554852321,0.759248265765484,0.543114485580224
0.715076228119706,0.748238279150642,0.555165555165555
0.741810186171759,0.787039872808766,0.53714763908154
0.752224750698414,0.800180958509145,0.486123281596452
0.730843896311522,0.764673320396983,0.544211305335793
0.732939590421776,0.783201199953915,0.497587845092588
0.808793477354241,0.832252432878018,0.518248393029685
0.780734126984127,0.811719795900649,0.548119916457074
0.742837301587302,0.796709013926896,0.533935641242143
0.728336465255042,0.769874842848619,0.543172795748164
0.683550967040804,0.740447476154214,0.547566174173102
0.672664041994751,0.726785278536456,0.48948494230228
0.766011904761905,0.814479545575056,0.5412252556525
0.796666666666667,0.840750968577045,0.526589768556662
0.773094766542771,0.789688287248719,0.510238914623449
0.651441981605578,0.687384774598846,0.541410728910729
0.707529119131329,0.745692516372845,0.476858405910356
0.757274446410053,0.808115984673323,0.570283085191145
0.752961487383798,0.808725711688934,0.554372830471902
0.677900729495268,0.75614595706834,0.523953956167788
0.780868856418307,0.825797691953442,0.555621362814986
0.671258872239748,0.734413250240819,0.563114423299206
0.754437869822485,0.813863896276355,0.54492
0.712453174290221,0.749842310274391,0.523046374183058
