"ROC_true","ROC_misclassified"
0.825567502986858,0.611954365079365
0.708019700771304,0.593104
0.736502063193785,0.56600350559891
0.722224232773596,0.551135214401295
0.800483126449977,0.548174092788241
0.772151326933936,0.587826144834931
0.734339811493869,0.574224169404892
0.67242782152231,0.584602927436936
0.719973412192409,0.57078219263574
0.804837353156624,0.615508633243187
0.700736648250461,0.563201121794872
0.73939347721091,0.595133382010833
0.758294148380355,0.606748105190629
0.796975546975547,0.69408543263965
0.754204799425765,0.593873676524279
0.74609725965858,0.611729566027689
0.732678003396236,0.600125891225139
0.733204180717993,0.584931038582724
0.818717767648884,0.649872183580049
0.722528942243907,0.662034165014904
0.77589011569979,0.610013780431787
0.72941331228624,0.581523196567444
0.717199322416714,0.630354721400395
0.768977978543196,0.648711402194224
0.802546608265948,0.570735803664644
0.773688381015931,0.659298939047223
0.722496843636986,0.534138999557326
0.705963665086888,0.573823548988285
0.739936858721389,0.646995253742241
0.748193494643445,0.663193655840715
0.760565401449379,0.599229368675107
0.708904355313195,0.625206155149718
0.690629929022082,0.550196577431932
0.714552566807314,0.593164447731755
0.748008897180168,0.600838469654062
0.780943063600612,0.596730778642392
0.756070016939582,0.693870218526645
0.746697669368848,0.590605792303448
0.765779340364976,0.616940489229646
0.717954847277557,0.591837651255598
0.689085433679698,0.550392
0.654214292352012,0.556764292042316
0.677951971369894,0.600936
0.71487767805443,0.643387330951565
0.749917665975707,0.582096177221759
0.800306088843255,0.603464419475655
0.776988399844591,0.658740074407241
0.714194385788179,0.652174248027614
0.725467321414037,0.610019683549095
0.728231576990986,0.612811168796592
0.790011336750789,0.654086794462194
0.735952380952381,0.636406306550851
0.770022133687472,0.658554967299906
0.72592140824185,0.583781456860171
0.674967961356467,0.517405931828243
0.767645398080181,0.629585960706655
0.702413815240419,0.552412840689979
0.777008614627286,0.650996210381259
0.725721149189252,0.576414072434418
0.729433655362776,0.597826086956522
0.749435734764839,0.586582076012223
0.815251118101474,0.544584740370968
0.755098814229249,0.646340070800502
0.725365614410558,0.612163978494624
0.636229043289682,0.615756456336528
0.719451163566603,0.620016341105445
0.780511811023622,0.649331187212077
0.789802371541502,0.605961846646943
0.700367063492064,0.596851508878963
0.722362204724409,0.535903232389834
0.762178313074689,0.601920371045912
0.709505837079795,0.540730193501278
0.722286001291526,0.601385293392505
0.727865470512529,0.588100379670012
0.736666731242372,0.601372301332108
0.769580448744683,0.503631417536025
0.724278011001737,0.606585518102372
0.78413985583685,0.631599462365591
0.721995160536001,0.484883269169639
